,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Spread,home_odds,away_odds,Opening Spread,inter_spread_1,inter_spread_2,inter_spread_3
145,17,Tue,2023-01-25,,Freiburg,,,,Eint Frankfurt,,Europa-Park Stadion,,Head-to-Head,0.0,,,-0.5,0.0,,
146,17,Tue,2023-01-24,,Hoffenheim,,,,Stuttgart,,PreZero Arena,,Head-to-Head,-0.5,,,-0.5,-0.5,,
147,17,Tue,2023-01-24,,Hertha BSC,,,,Wolfsburg,,Olympiastadion Berlin,,Head-to-Head,0.0,,,0.0,0.0,,
148,17,Tue,2023-01-24,,Schalke 04,,,,RB Leipzig,,Veltins-Arena,,Head-to-Head,1.0,,,1.0,1.0,,
149,17,Tue,2023-01-25,,Augsburg,,,,M'Gladbach,,WWK Arena,,Head-to-Head,0.25,,,0.25,0.25,,
150,17,Tue,2023-01-25,,Mainz 05,,,,Dortmund,,Opel Arena,,Head-to-Head,0.25,,,0.25,0.25,,
151,17,Tue,2023-01-24,,Bayern Munich,,,,Köln,,Allianz Arena,,Head-to-Head,-2.25,,,-2.25,-2.25,,
152,17,Tue,2023-01-25,,Leverkusen,,,,Bochum,,BayArena,,Head-to-Head,-1.25,,,-1.25,-1.25,,
153,18,Sat,2023-01-28,,Hoffenheim,,,,M'Gladbach,,PreZero Arena,,Head-to-Head,-0.5,,,-0.5,-0.5,-0.5,
154,18,Sat,2023-01-29,,Leverkusen,,,,Dortmund,,BayArena,,Head-to-Head,0.0,,,0.0,0.0,0.0,
155,18,Sat,2023-01-28,,Freiburg,,,,Augsburg,,Europa-Park Stadion,,Head-to-Head,-1.0,,,-1.0,-1.0,-1.0,
156,18,Sat,2023-01-28,,Mainz 05,,,,Bochum,,Opel Arena,,Head-to-Head,-0.75,,,-0.75,-0.75,-0.75,
157,18,Sat,2023-01-28,,Bayern Munich,,,,Eint Frankfurt,,Allianz Arena,,Head-to-Head,-1.75,,,-1.5,-1.5,-1.75,
158,18,Sat,2023-01-27,,RB Leipzig,,,,Stuttgart,,Red Bull Arena,,Head-to-Head,-1.25,,,-1.25,-1.25,-1.25,
159,18,Sat,2023-01-28,,Werder Bremen,,,,Wolfsburg,,Weserstadion,,Head-to-Head,0.25,,,0.25,0.25,0.25,
160,18,Sat,2023-01-28,,Hertha BSC,,,,Union Berlin,,Olympiastadion Berlin,,Head-to-Head,0.25,,,0.25,0.25,0.25,
161,18,Sat,2023-01-29,,Schalke 04,,,,Köln,,Veltins-Arena,,Head-to-Head,0.5,,,0.5,0.5,0.5,
162,19,Sat,2023-02-05,,Wolfsburg,,,,Bayern Munich,,Volkswagen Arena,,Head-to-Head,1.0,,,1.0,1.0,1.0,1.0
163,19,Sat,2023-02-03,,Augsburg,,,,Leverkusen,,WWK Arena,,Head-to-Head,0.5,,,0.75,0.75,0.5,0.5
164,19,Sat,2023-02-04,,Eint Frankfurt,,,,Hertha BSC,,Commerzbank-Arena,,Head-to-Head,-1.25,,,-1.0,-1.0,-1.0,-1.25
165,19,Sat,2023-02-04,,Bochum,,,,Hoffenheim,,Vonovia Ruhrstadion,,Head-to-Head,0.0,,,0.25,0.25,0.25,0.0
166,19,Sat,2023-02-04,,Köln,,,,RB Leipzig,,RheinEnergieSTADION,,Head-to-Head,0.5,,,0.5,0.5,0.5,0.5
167,19,Sat,2023-02-04,,Dortmund,,,,Freiburg,,Signal Iduna Park,,Head-to-Head,-0.75,,,-0.75,-0.75,-0.75,-0.75
168,19,Sat,2023-02-05,,Stuttgart,,,,Werder Bremen,,Mercedes-Benz Arena,,Head-to-Head,-0.5,,,-0.25,-0.25,-0.25,-0.25
169,19,Sat,2023-02-04,,Union Berlin,,,,Mainz 05,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,-0.5,,,-0.25,-0.25,-0.25,-0.5
170,19,Sat,2023-02-04,,M'Gladbach,,,,Schalke 04,,Stadion im Borussia-Park,,Head-to-Head,-1.0,,,-1.0,-1.0,-1.0,-1.0
171,20,Sat,2023-02-12,,Hertha BSC,,,,M'Gladbach,,Olympiastadion Berlin,,Head-to-Head,0.0,,,0.25,,,
172,20,Sat,2023-02-11,,Bayern Munich,,,,Bochum,,Allianz Arena,,Head-to-Head,-2.5,,,-2.5,,,
173,20,Sat,2023-02-12,,Köln,,,,Eint Frankfurt,,RheinEnergieSTADION,,Head-to-Head,0.0,,,0.0,,,
174,20,Sat,2023-02-11,,RB Leipzig,,,,Union Berlin,,Red Bull Arena,,Head-to-Head,-0.75,,,-0.75,,,
175,20,Sat,2023-02-11,,Mainz 05,,,,Augsburg,,Opel Arena,,Head-to-Head,-0.75,,,-0.75,,,
176,20,Sat,2023-02-11,,Freiburg,,,,Stuttgart,,Europa-Park Stadion,,Head-to-Head,-0.5,,,-0.75,,,
177,20,Sat,2023-02-10,,Schalke 04,,,,Wolfsburg,,Veltins-Arena,,Head-to-Head,0.5,,,0.5,,,
178,20,Sat,2023-02-11,,Hoffenheim,,,,Leverkusen,,PreZero Arena,,Head-to-Head,0.25,,,0.0,,,
179,20,Sat,2023-02-11,,Werder Bremen,,,,Dortmund,,Weserstadion,,Head-to-Head,0.75,,,0.5,,,
180,21,Sat,2023-02-17,,Augsburg,,,,Hoffenheim,,WWK Arena,,Head-to-Head,0.0,,,0.0,,,
181,21,Sat,2023-02-18,,Wolfsburg,,,,RB Leipzig,,Volkswagen Arena,,Head-to-Head,0.25,,,0.25,,,
182,21,Sat,2023-02-18,,Eint Frankfurt,,,,Werder Bremen,,Commerzbank-Arena,,Head-to-Head,-1.0,,,-1.0,,,
183,21,Sat,2023-02-19,,Leverkusen,,,,Mainz 05,,BayArena,,Head-to-Head,-0.75,,,-0.75,,,
184,21,Sat,2023-02-18,,M'Gladbach,,,,Bayern Munich,,Stadion im Borussia-Park,,Head-to-Head,1.5,,,1.5,,,
185,21,Sat,2023-02-19,,Union Berlin,,,,Schalke 04,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,-1.0,,,-1.0,,,
186,21,Sat,2023-02-18,,Bochum,,,,Freiburg,,Vonovia Ruhrstadion,,Head-to-Head,0.25,,,0.25,,,
187,21,Sat,2023-02-18,,Stuttgart,,,,Köln,,Mercedes-Benz Arena,,Head-to-Head,-0.25,,,-0.25,,,
188,21,Sat,2023-02-19,,Dortmund,,,,Hertha BSC,,Signal Iduna Park,,Head-to-Head,-1.5,,,-1.5,,,
189,22,Sat,2023-02-25,,Hertha BSC,,,,Augsburg,,Olympiastadion Berlin,,Head-to-Head,-0.25,,,-0.25,,,
190,22,Sat,2023-02-25,,Hoffenheim,,,,Dortmund,,PreZero Arena,,Head-to-Head,0.75,,,0.5,,,
191,22,Sat,2023-02-25,,Schalke 04,,,,Stuttgart,,Veltins-Arena,,Head-to-Head,0.25,,,0.25,,,
192,22,Sat,2023-02-26,,Freiburg,,,,Leverkusen,,Europa-Park Stadion,,Head-to-Head,-0.25,,,0.0,,,
193,22,Sat,2023-02-24,,Mainz 05,,,,M'Gladbach,,Opel Arena,,Head-to-Head,-0.25,,,-0.25,,,
194,22,Sat,2023-02-25,,Werder Bremen,,,,Bochum,,Weserstadion,,Head-to-Head,-0.5,,,-0.5,,,
195,22,Sat,2023-02-26,,Bayern Munich,,,,Union Berlin,,Allianz Arena,,Head-to-Head,-1.25,,,-1.5,,,
196,22,Sat,2023-02-25,,Köln,,,,Wolfsburg,,RheinEnergieSTADION,,Head-to-Head,-0.25,,,0.0,,,
197,22,Sat,2023-02-25,,RB Leipzig,,,,Eint Frankfurt,,Red Bull Arena,,Head-to-Head,-0.75,,,-0.75,,,
198,23,Sat,2023-03-04,,Bochum,,,,Schalke 04,,Vonovia Ruhrstadion,,Head-to-Head,-0.25,,,-0.25,,,
199,23,Sat,2023-03-04,,M'Gladbach,,,,Freiburg,,Stadion im Borussia-Park,,Head-to-Head,0.0,,,0.0,,,
200,23,Sat,2023-03-05,,Leverkusen,,,,Hertha BSC,,BayArena,,Head-to-Head,-1.0,,,-1.0,,,
201,23,Sat,2023-03-04,,Stuttgart,,,,Bayern Munich,,Mercedes-Benz Arena,,Head-to-Head,1.25,,,1.0,,,
202,23,Sat,2023-03-04,,Mainz 05,,,,Hoffenheim,,Opel Arena,,Head-to-Head,-0.5,,,-0.25,,,
203,23,Sat,2023-03-04,,Augsburg,,,,Werder Bremen,,WWK Arena,,Head-to-Head,-0.25,,,-0.25,,,
204,23,Sat,2023-03-04,,Union Berlin,,,,Köln,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,-0.5,,,-0.5,,,
205,23,Sat,2023-03-05,,Wolfsburg,,,,Eint Frankfurt,,Volkswagen Arena,,Head-to-Head,0.0,,,0.0,,,
206,23,Sat,2023-03-03,,Dortmund,,,,RB Leipzig,,Signal Iduna Park,,Head-to-Head,-0.25,,,-0.25,,,
207,24,Sat,2023-03-11,,Eint Frankfurt,,,,Stuttgart,,Commerzbank-Arena,,Head-to-Head,-0.5,,,-0.5,,,
208,24,Sat,2023-03-12,,Freiburg,,,,Hoffenheim,,Europa-Park Stadion,,Head-to-Head,-0.5,,,-0.5,,,
209,24,Sat,2023-03-11,,Bayern Munich,,,,Augsburg,,Allianz Arena,,Head-to-Head,-2.75,,,-2.5,,,
210,24,Sat,2023-03-11,,Hertha BSC,,,,Mainz 05,,Olympiastadion Berlin,,Head-to-Head,0.25,,,0.0,,,
211,24,Sat,2023-03-11,,RB Leipzig,,,,M'Gladbach,,Red Bull Arena,,Head-to-Head,-1.25,,,-1.25,,,
212,24,Sat,2023-03-12,,Werder Bremen,,,,Leverkusen,,Weserstadion,,Head-to-Head,0.5,,,0.25,,,
213,24,Sat,2023-03-12,,Wolfsburg,,,,Union Berlin,,Volkswagen Arena,,Head-to-Head,-0.25,,,-0.25,,,
214,24,Sat,2023-03-11,,Schalke 04,,,,Dortmund,,Veltins-Arena,,Head-to-Head,0.75,,,1.0,,,
215,24,Sat,2023-03-10,,Köln,,,,Bochum,,RheinEnergieSTADION,,Head-to-Head,-0.75,,,-0.75,,,
216,25,Sat,2023-03-18,,Augsburg,,,,Schalke 04,,WWK Arena,,Head-to-Head,-0.25,,,-0.25,,,
217,25,Sat,2023-03-18,,Stuttgart,,,,Wolfsburg,,Mercedes-Benz Arena,,Head-to-Head,-0.25,,,0.0,,,
218,25,Sat,2023-03-19,,Union Berlin,,,,Eint Frankfurt,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,-0.25,,,-0.25,,,
219,25,Sat,2023-03-18,,Hoffenheim,,,,Hertha BSC,,PreZero Arena,,Head-to-Head,-0.25,,,-0.5,,,
220,25,Sat,2023-03-18,,Dortmund,,,,Köln,,Signal Iduna Park,,Head-to-Head,-1.25,,,-1.0,,,
221,25,Sat,2023-03-17,,M'Gladbach,,,,Werder Bremen,,Stadion im Borussia-Park,,Head-to-Head,-0.5,,,-0.5,,,
222,25,Sat,2023-03-19,,Mainz 05,,,,Freiburg,,Opel Arena,,Head-to-Head,-0.25,,,-0.25,,,
223,25,Sat,2023-03-19,,Leverkusen,,,,Bayern Munich,,BayArena,,Head-to-Head,1.0,,,1.0,,,
224,25,Sat,2023-03-18,,Bochum,,,,RB Leipzig,,Vonovia Ruhrstadion,,Head-to-Head,1.0,,,1.0,,,
225,26,Sat,2023-04-02,,Werder Bremen,,,,Hoffenheim,,Weserstadion,,Head-to-Head,-0.25,,,-0.25,,,
226,26,Sat,2023-04-01,,Union Berlin,,,,Stuttgart,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,-0.5,,,-0.5,,,
227,26,Sat,2023-04-01,,Wolfsburg,,,,Augsburg,,Volkswagen Arena,,Head-to-Head,-1.0,,,-1.0,,,
228,26,Sat,2023-04-01,,Schalke 04,,,,Leverkusen,,Veltins-Arena,,Head-to-Head,0.5,,,0.5,,,
229,26,Sat,2023-03-31,,Eint Frankfurt,,,,Bochum,,Commerzbank-Arena,,Head-to-Head,-1.0,,,-1.0,,,
230,26,Sat,2023-04-01,,RB Leipzig,,,,Mainz 05,,Red Bull Arena,,Head-to-Head,-1.0,,,-1.0,,,
231,26,Sat,2023-04-01,,Bayern Munich,,,,Dortmund,,Allianz Arena,,Head-to-Head,-1.25,,,-1.25,,,
232,26,Sat,2023-04-02,,Köln,,,,M'Gladbach,,RheinEnergieSTADION,,Head-to-Head,-0.25,,,-0.25,,,
233,26,Sat,2023-04-01,,Freiburg,,,,Hertha BSC,,Europa-Park Stadion,,Head-to-Head,-0.75,,,-0.75,,,
234,27,Sat,2023-04-08,,Dortmund,,,,Union Berlin,,Signal Iduna Park,,Head-to-Head,-0.75,,,-0.75,,,
235,27,Sat,2023-04-08,,Freiburg,,,,Bayern Munich,,Europa-Park Stadion,,Head-to-Head,1.25,,,1.25,,,
236,27,Sat,2023-04-09,,M'Gladbach,,,,Wolfsburg,,Stadion im Borussia-Park,,Head-to-Head,-0.25,,,-0.25,,,
237,27,Sat,2023-04-08,,Hertha BSC,,,,RB Leipzig,,Olympiastadion Berlin,,Head-to-Head,0.75,,,1.0,,,
238,27,Sat,2023-04-08,,Mainz 05,,,,Werder Bremen,,Opel Arena,,Head-to-Head,-0.75,,,-0.5,,,
239,27,Sat,2023-04-09,,Hoffenheim,,,,Schalke 04,,PreZero Arena,,Head-to-Head,-0.5,,,-0.5,,,
240,27,Sat,2023-04-08,,Leverkusen,,,,Eint Frankfurt,,BayArena,,Head-to-Head,-0.5,,,-0.5,,,
241,27,Sat,2023-04-09,,Bochum,,,,Stuttgart,,Vonovia Ruhrstadion,,Head-to-Head,0.25,,,0.25,,,
242,27,Sat,2023-04-08,,Augsburg,,,,Köln,,WWK Arena,,Head-to-Head,0.25,,,0.25,,,
243,28,Sat,2023-04-16,,Werder Bremen,,,,Freiburg,,Weserstadion,,Head-to-Head,0.0,,,0.0,,,
244,28,Sat,2023-04-15,,Eint Frankfurt,,,,M'Gladbach,,Commerzbank-Arena,,Head-to-Head,-0.75,,,-0.75,,,
245,28,Sat,2023-04-16,,Wolfsburg,,,,Leverkusen,,Volkswagen Arena,,Head-to-Head,0.0,,,0.0,,,
246,28,Sat,2023-04-16,,Union Berlin,,,,Bochum,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,-1.0,,,-1.0,,,
247,28,Sat,2023-04-15,,Bayern Munich,,,,Hoffenheim,,Allianz Arena,,Head-to-Head,-2.25,,,-2.25,,,
248,28,Sat,2023-04-15,,Köln,,,,Mainz 05,,RheinEnergieSTADION,,Head-to-Head,0.0,,,0.0,,,
249,28,Sat,2023-04-15,,Stuttgart,,,,Dortmund,,Mercedes-Benz Arena,,Head-to-Head,0.5,,,0.5,,,
250,28,Sat,2023-04-14,,Schalke 04,,,,Hertha BSC,,Veltins-Arena,,Head-to-Head,-0.25,,,-0.25,,,
251,28,Sat,2023-04-15,,RB Leipzig,,,,Augsburg,,Red Bull Arena,,Head-to-Head,-1.75,,,-1.75,,,
252,29,Sat,2023-04-21,,Augsburg,,,,Stuttgart,,WWK Arena,,Head-to-Head,0.25,,,0.25,,,
253,29,Sat,2023-04-23,,Leverkusen,,,,RB Leipzig,,BayArena,,Head-to-Head,0.0,,,0.0,,,
254,29,Sat,2023-04-22,,Mainz 05,,,,Bayern Munich,,Opel Arena,,Head-to-Head,1.0,,,1.0,,,
255,29,Sat,2023-04-22,,Bochum,,,,Wolfsburg,,Vonovia Ruhrstadion,,Head-to-Head,0.25,,,0.25,,,
256,29,Sat,2023-04-22,,Dortmund,,,,Eint Frankfurt,,Signal Iduna Park,,Head-to-Head,-1.0,,,-1.0,,,
257,29,Sat,2023-04-22,,Hertha BSC,,,,Werder Bremen,,Olympiastadion Berlin,,Head-to-Head,-0.25,,,-0.25,,,
258,29,Sat,2023-04-22,,Hoffenheim,,,,Köln,,PreZero Arena,,Head-to-Head,-0.25,,,-0.25,,,
259,29,Sat,2023-04-23,,M'Gladbach,,,,Union Berlin,,Stadion im Borussia-Park,,Head-to-Head,-0.25,,,-0.25,,,
260,29,Sat,2023-04-23,,Freiburg,,,,Schalke 04,,Europa-Park Stadion,,Head-to-Head,-0.75,,,-0.75,,,
261,30,Sat,2023-04-29,,Köln,,,,Freiburg,,RheinEnergieSTADION,,Head-to-Head,-0.25,,,-0.25,,,
262,30,Sat,2023-04-28,,Bochum,,,,Dortmund,,Vonovia Ruhrstadion,,Head-to-Head,0.75,,,0.75,,,
263,30,Sat,2023-04-29,,Stuttgart,,,,M'Gladbach,,Mercedes-Benz Arena,,Head-to-Head,-0.5,,,-0.5,,,
264,30,Sat,2023-04-29,,RB Leipzig,,,,Hoffenheim,,Red Bull Arena,,Head-to-Head,-1.25,,,-1.25,,,
265,30,Sat,2023-04-29,,Union Berlin,,,,Leverkusen,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,0.0,,,0.0,,,
266,30,Sat,2023-04-30,,Bayern Munich,,,,Hertha BSC,,Allianz Arena,,Head-to-Head,-2.5,,,-2.5,,,
267,30,Sat,2023-04-30,,Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,Head-to-Head,-0.25,,,-0.25,,,
268,30,Sat,2023-04-29,,Schalke 04,,,,Werder Bremen,,Veltins-Arena,,Head-to-Head,-0.25,,,-0.25,,,
269,30,Sat,2023-04-29,,Eint Frankfurt,,,,Augsburg,,Commerzbank-Arena,,Head-to-Head,-1.0,,,-1.0,,,
270,31,Sat,2023-05-06,,Hoffenheim,,,,Eint Frankfurt,,PreZero Arena,,Head-to-Head,-0.25,,,-0.25,,,
271,31,Sat,2023-05-06,,Hertha BSC,,,,Stuttgart,,Olympiastadion Berlin,,Head-to-Head,0.25,,,0.25,,,
272,31,Sat,2023-05-06,,Freiburg,,,,RB Leipzig,,Europa-Park Stadion,,Head-to-Head,0.5,,,0.5,,,
273,31,Sat,2023-05-05,,Leverkusen,,,,Köln,,BayArena,,Head-to-Head,-0.75,,,-0.75,,,
274,31,Sat,2023-05-06,,Werder Bremen,,,,Bayern Munich,,Weserstadion,,Head-to-Head,1.75,,,1.75,,,
275,31,Sat,2023-05-05,,Mainz 05,,,,Schalke 04,,Opel Arena,,Head-to-Head,-0.75,,,-0.75,,,
276,31,Sat,2023-05-06,,M'Gladbach,,,,Bochum,,Stadion im Borussia-Park,,Head-to-Head,-0.5,,,-0.5,,,
277,31,Sat,2023-05-07,,Dortmund,,,,Wolfsburg,,Signal Iduna Park,,Head-to-Head,-1.25,,,-1.25,,,
278,31,Sat,2023-05-06,,Augsburg,,,,Union Berlin,,WWK Arena,,Head-to-Head,0.25,,,0.25,,,
279,32,Sat,2023-05-14,,RB Leipzig,,,,Werder Bremen,,Red Bull Arena,,Head-to-Head,-1.5,,,-1.5,,,
280,32,Sat,2023-05-13,,Eint Frankfurt,,,,Mainz 05,,Commerzbank-Arena,,Head-to-Head,-0.25,,,-0.25,,,
281,32,Sat,2023-05-14,,Stuttgart,,,,Leverkusen,,Mercedes-Benz Arena,,Head-to-Head,0.0,,,0.0,,,
282,32,Sat,2023-05-12,,Köln,,,,Hertha BSC,,RheinEnergieSTADION,,Head-to-Head,-0.5,,,-0.5,,,
283,32,Sat,2023-05-13,,Wolfsburg,,,,Hoffenheim,,Volkswagen Arena,,Head-to-Head,-0.5,,,-0.5,,,
284,32,Sat,2023-05-13,,Dortmund,,,,M'Gladbach,,Signal Iduna Park,,Head-to-Head,-1.5,,,-1.5,,,
285,32,Sat,2023-05-13,,Union Berlin,,,,Freiburg,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,-0.25,,,-0.25,,,
286,32,Sat,2023-05-13,,Bochum,,,,Augsburg,,Vonovia Ruhrstadion,,Head-to-Head,-0.25,,,-0.25,,,
287,32,Sat,2023-05-13,,Bayern Munich,,,,Schalke 04,,Allianz Arena,,Head-to-Head,-2.5,,,-2.5,,,
288,33,Sat,2023-05-20,,Schalke 04,,,,Eint Frankfurt,,Veltins-Arena,,Head-to-Head,,,,,,,
289,33,Sat,2023-05-20,,Werder Bremen,,,,Köln,,Weserstadion,,Head-to-Head,,,,,,,
290,33,Sat,2023-05-20,,Mainz 05,,,,Stuttgart,,Opel Arena,,Head-to-Head,,,,,,,
291,33,Sat,2023-05-20,,Freiburg,,,,Wolfsburg,,Europa-Park Stadion,,Head-to-Head,,,,,,,
292,33,Sat,2023-05-20,,Augsburg,,,,Dortmund,,WWK Arena,,Head-to-Head,,,,,,,
293,33,Sat,2023-05-20,,Hertha BSC,,,,Bochum,,Olympiastadion Berlin,,Head-to-Head,,,,,,,
294,33,Sat,2023-05-20,,Bayern Munich,,,,RB Leipzig,,Allianz Arena,,Head-to-Head,,,,,,,
295,33,Sat,2023-05-20,,Leverkusen,,,,M'Gladbach,,BayArena,,Head-to-Head,,,,,,,
296,33,Sat,2023-05-20,,Hoffenheim,,,,Union Berlin,,PreZero Arena,,Head-to-Head,,,,,,,
297,34,Sat,2023-05-27,,RB Leipzig,,,,Schalke 04,,Red Bull Arena,,Head-to-Head,,,,,,,
298,34,Sat,2023-05-27,,Bochum,,,,Leverkusen,,Vonovia Ruhrstadion,,Head-to-Head,,,,,,,
299,34,Sat,2023-05-27,,Union Berlin,,,,Werder Bremen,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,,,,,,,
300,34,Sat,2023-05-27,,Eint Frankfurt,,,,Freiburg,,Commerzbank-Arena,,Head-to-Head,,,,,,,
301,34,Sat,2023-05-27,,Dortmund,,,,Mainz 05,,Signal Iduna Park,,Head-to-Head,,,,,,,
302,34,Sat,2023-05-27,,M'Gladbach,,,,Augsburg,,Stadion im Borussia-Park,,Head-to-Head,,,,,,,
303,34,Sat,2023-05-27,,Stuttgart,,,,Hoffenheim,,Mercedes-Benz Arena,,Head-to-Head,,,,,,,
304,34,Sat,2023-05-27,,Wolfsburg,,,,Hertha BSC,,Volkswagen Arena,,Head-to-Head,,,,,,,
305,34,Sat,2023-05-27,,Köln,,,,Bayern Munich,,RheinEnergieSTADION,,Head-to-Head,,,,,,,
